10
0 | 0 | [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
0.0222222222222 | 1.09739368999e-05 | [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
0.0444444444444 | 8.77914951989e-05 | [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
0.0666666666667 | 0.000296296296296 | [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
0.0888888888889 | 0.000702331961591 | [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0]
0.111111111111 | 0.00137174211248 | [0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666]
0.133333333333 | 0.00237037037037 | [0.0, 0.0, 0.0, 0.2833333333333333, 0.21666666666666665, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0]
0.155555555556 | 0.00376406035665 | [0.0, 0.0, 0.0, 0.2333333333333333, 0.2166666666666667, 0.2166666666666667, 0.15, 0.16666666666666666, 0.0, 0.15]
0.177777777778 | 0.00561865569273 | [0.0, 0.0, 0.0, 0.0, 0.08333333333333333, 0.27999999999999997, 0.0, 0.15, 0.0, 0.0]
0.2 | 0.008 | [0.0, 0.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]
0.222222222222 | 0.0109739368999 | [0.26666666666666666, 0.0, 0.0, 0.12666666666666668, 0.0, 0.21666666666666665, 0.0, 0.0, 0.0, 0.39]
0.244444444444 | 0.0146063100137 | [0.2333333333333333, 0.1, 0.1, 0.0, 0.4666666666666667, 0.0, 0.30333333333333334, 0.31000000000000005, 0.0, 0.0]
0.266666666667 | 0.018962962963 | [0.42000000000000004, 0.15, 0.36666666666666664, 0.26666666666666666, 0.2866666666666667, 0.42333333333333334, 0.36333333333333334, 0.08333333333333333, 0.0, 0.30333333333333334]
0.288888888889 | 0.024109739369 | [0.0, 0.3833333333333333, 0.13333333333333336, 0.42333333333333334, 0.0, 0.32333333333333336, 0.12666666666666665, 0.06, 0.0, 0.31666666666666665]
0.311111111111 | 0.0301124828532 | [0.42000000000000004, 0.2866666666666667, 0.2866666666666667, 0.13, 0.18333333333333332, 0.1433333333333333, 0.0, 0.27666666666666667, 0.12666666666666668, 0.1]
0.333333333333 | 0.037037037037 | [0.16999999999999998, 0.53, 0.23333333333333334, 0.4666666666666667, 0.15, 0.27, 0.16666666666666666, 0.52, 0.48666666666666664, 0.18333333333333332]
0.355555555556 | 0.0449492455418 | [0.5490476190476191, 0.33999999999999997, 0.47000000000000003, 0.22000000000000003, 0.3666666666666667, 0.31666666666666665, 0.1, 0.26999999999999996, 0.46333333333333326, 0.3233333333333333]
0.377777777778 | 0.053914951989 | [0.5166666666666666, 0.2833333333333333, 0.30333333333333334, 0.2533333333333333, 0.2966666666666667, 0.13666666666666666, 0.5133333333333334, 0.3066666666666667, 0.6195238095238095, 0.22666666666666666]
0.4 | 0.064 | [0.3833333333333333, 0.44000000000000006, 0.33, 0.15, 0.3833333333333333, 0.42000000000000004, 0.6661904761904762, 0.41666666666666663, 0.37, 0.06]
0.422222222222 | 0.0752702331962 | [0.4733333333333333, 0.2833333333333333, 0.6161904761904762, 0.1933333333333333, 0.3757142857142857, 0.4666666666666667, 0.21000000000000002, 0.5419047619047619, 0.4266666666666666, 0.49523809523809526]
0.444444444444 | 0.0877914951989 | [0.5433333333333333, 0.5033333333333332, 0.49857142857142855, 0.4166666666666667, 0.4833333333333333, 0.5214285714285714, 0.5942857142857142, 0.5366666666666666, 0.5671428571428571, 0.19666666666666666]
0.466666666667 | 0.10162962963 | [0.3666666666666667, 0.45999999999999996, 0.5866666666666667, 0.53, 0.590952380952381, 0.19, 0.5333333333333333, 0.49714285714285716, 0.19999999999999998, 0.3995238095238095]
0.488888888889 | 0.11685048011 | [0.4766666666666667, 0.49000000000000005, 0.6409523809523809, 0.22000000000000003, 0.5661904761904761, 0.3466666666666666, 0.4033333333333333, 0.4699999999999999, 0.5633333333333332, 0.42666666666666664]
0.511111111111 | 0.133519890261 | [0.38285714285714284, 0.6057142857142858, 0.7297619047619047, 0.5895238095238095, 0.4733333333333333, 0.5276190476190477, 0.4966666666666667, 0.6433333333333333, 0.36, 0.32333333333333336]
0.533333333333 | 0.151703703704 | [0.619047619047619, 0.5452380952380953, 0.4499999999999999, 0.6971428571428573, 0.41, 0.4019047619047619, 0.6395238095238096, 0.40428571428571425, 0.7323809523809524, 0.530952380952381]
0.555555555556 | 0.17146776406 | [0.46428571428571425, 0.7128571428571429, 0.33666666666666667, 0.4933333333333333, 0.5628571428571428, 0.4533333333333333, 0.7814285714285715, 0.6528571428571428, 0.46809523809523823, 0.44333333333333325]
0.577777777778 | 0.192877914952 | [0.5666666666666667, 0.5223809523809524, 0.6726984126984126, 0.49333333333333335, 0.3633333333333333, 0.5433333333333333, 0.5166666666666667, 0.6723809523809524, 0.5466666666666667, 0.5676190476190476]
0.6 | 0.216 | [0.6602380952380952, 0.5628571428571428, 0.720952380952381, 0.5761904761904761, 0.6857142857142857, 0.55, 0.7840476190476191, 0.6711904761904762, 0.6952380952380952, 0.6547619047619048]
0.622222222222 | 0.240899862826 | [0.30999999999999994, 0.739047619047619, 0.6983333333333334, 0.6216666666666667, 0.6128571428571428, 0.7722222222222223, 0.5726190476190476, 0.6166666666666666, 0.5071428571428572, 0.6290476190476191]
0.644444444444 | 0.267643347051 | [0.6328571428571429, 0.6926190476190477, 0.7374603174603174, 0.5809523809523809, 0.7914285714285714, 0.5957142857142856, 0.5557142857142857, 0.5780952380952381, 0.7602380952380953, 0.7494444444444445]
0.666666666667 | 0.296296296296 | [0.5309523809523808, 0.7247619047619047, 0.9000000000000001, 0.6459523809523808, 0.6304761904761904, 0.6171428571428571, 0.5976190476190476, 0.679047619047619, 0.7007142857142857, 0.7404761904761904]
0.688888888889 | 0.326924554184 | [0.5295238095238095, 0.6328571428571428, 0.7521428571428571, 0.8400000000000001, 0.6414285714285712, 0.6666666666666667, 0.7985714285714287, 0.5876190476190477, 0.6869047619047619, 0.5604761904761905]
0.711111111111 | 0.359593964335 | [0.6985714285714286, 0.7168253968253969, 0.7907142857142857, 0.8208730158730158, 0.7530952380952382, 0.665952380952381, 0.697857142857143, 0.6576190476190475, 0.6090476190476191, 0.5257142857142856]
0.733333333333 | 0.39437037037 | [0.8270634920634918, 0.8152380952380952, 0.6857142857142857, 0.7445238095238096, 0.840952380952381, 0.7833333333333332, 0.6842857142857144, 0.8404761904761904, 0.6499999999999999, 0.6333333333333333]
0.755555555556 | 0.431319615912 | [0.7564285714285715, 0.6814285714285715, 0.8360317460317461, 0.8783333333333333, 0.8723809523809523, 0.510952380952381, 0.7788888888888889, 0.639047619047619, 0.6726190476190477, 0.6742857142857143]
